name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
COZY APARTMENT II,Spain,Apartment,34,Entire home/apt,1,1,3,strict_14_with_grace_period,4,32,5,1125,3,9.0,2019-03-08,Leyre,43,2019-03-08,243,2.16192,41.38878
Volcano Dancing Ferns Estate - Minutes from Hawaii Volcanoes National Park! - Volcano Dancing Ferns Estate,United States,House,240,Entire home/apt,4,5,8,strict_14_with_grace_period,0,3,0,60,8,0.0,2019-03-06,Kahea,104,2019-03-06,354,-155.17568,19.43833
Excellent Duplex in Sarrià with Private Pool,Spain,Apartment,110,Entire home/apt,3,7,10,strict_14_with_grace_period,6,1,22,1125,2,9.0,2019-03-08,Apartment Barcelona,56,2019-03-08,274,2.13862,41.40219
"Authentic one bedroom apartment , popular location",Turkey,Apartment,322,Entire home/apt,1,3,5,flexible,4,1,0,1125,1,8.0,2019-02-18,Senem,8,2019-02-18,365,28.98306,41.03676
Bright and Spacious apartment,Australia,Apartment,166,Entire home/apt,1,3,5,strict_14_with_grace_period,2,7,0,30,1,8.0,2019-03-07,Hafid,1,2019-03-07,0,151.20801,-33.91599
Excelente 3 quartos copacabana/ipanema,Brazil,Apartment,1499,Entire home/apt,2,6,6,strict_14_with_grace_period,1,2,200,6,5,0.0,2019-02-11,Ana Cristina,2,2019-02-11,142,-43.19521073777903,-22.98515768125023
El castillo del raval,Spain,Apartment,30,Private room,1,1,1,flexible,0,6,0,15,1,0.0,2019-03-08,Ca,2,2019-03-08,0,2.1708,41.37868
Quintessential Beachside Apartment,Australia,Apartment,190,Entire home/apt,2,2,4,strict_14_with_grace_period,3,5,0,1125,4,10.0,2019-03-07,Tom & Wendy,1,2019-03-07,170,151.31473,-33.67655
Dualist 1,Turkey,Boutique hotel,295,Private room,1,2,3,flexible,32,1,0,1125,1,10.0,2019-02-18,Selim,8,2019-02-18,365,28.96944,41.00495
Flat NO EXTRA taxes.,Brazil,Apartment,399,Entire home/apt,1,2,2,strict_14_with_grace_period,4,5,0,20,1,10.0,2019-02-11,Marcello,1,2019-02-11,13,-43.20292557199069,-22.981579889918926
"Copacabana, Rio de Janeiro, Ottima posizione",Brazil,Apartment,201,Entire home/apt,1,2,3,moderate,14,1,20,90,2,10.0,2019-02-11,Rúben,1,2019-02-11,156,-43.190461301652356,-22.976698329213754
Comfortable accommodation in a family home,Brazil,Apartment,250,Private room,2,3,3,flexible,2,1,0,1125,1,10.0,2019-02-11,Marcelo,2,2019-02-11,365,-43.32314337963672,-22.85196551436599
Botanical Garden Apartment,Portugal,Apartment,45,Entire home/apt,1,2,4,moderate,4,6,0,1125,1,10.0,2019-02-16,Nuno,2,2019-02-16,232,-8.6483,41.15288
Amazing Ocean View Private Room,Brazil,Apartment,291,Private room,1,1,2,moderate,0,3,52,1125,2,0.0,2019-02-11,Hilda,2,2019-02-11,310,-43.37196105024481,-23.011392509244757
Double room in Barcelona Center with balcony!!!!,Spain,Apartment,50,Private room,1,1,2,flexible,4,4,0,1125,1,10.0,2019-03-08,Andreu,2,2019-03-08,0,2.16422,41.38119
"Cosy place in the Heart of Barcelona DOWNTOWN,WIFI",Spain,Apartment,22,Private room,1,2,2,strict_14_with_grace_period,64,1,0,1125,1,9.0,2019-03-08,Julio,2,2019-03-08,40,2.17344,41.37609
habitación privada plaza España 2,Spain,Apartment,110,Private room,1,1,2,moderate,1,1,25,1125,1,10.0,2019-03-08,Eucaris,1,2019-03-08,90,2.14838,41.38453
Sweet Home@HK Queens RD Central 1 LADY GUEST ONLY,Hong Kong,Apartment,777,Shared room,1,1,1,strict_14_with_grace_period,2,2,0,31,1,10.0,2019-03-11,Angie,1,2019-03-11,364,114.14932,22.28623
Porto Center Flat 953,Portugal,Apartment,60,Entire home/apt,1,2,4,moderate,74,2,10,1125,2,10.0,2019-02-16,António,5,2019-02-16,306,-8.6136,41.149
Spacious Studio apartment in heart of Sheung Wan,Hong Kong,Apartment,597,Entire home/apt,0,1,2,moderate,31,3,0,90,1,10.0,2019-03-11,Zoe,1,2019-03-11,51,114.15201,22.28553
An art-lover’s studio in North Point,Hong Kong,Apartment,400,Entire home/apt,0,1,2,flexible,0,5,0,11,1,0.0,2019-03-11,Hongzhu,1,2019-03-11,0,114.19668,22.29154
Cozy room in central,Hong Kong,House,400,Private room,0,1,2,flexible,0,3,0,1125,1,0.0,2019-03-11,小,1,2019-03-11,0,114.15016,22.28281
Gruta,Portugal,House,49,Entire home/apt,0,1,2,flexible,0,2,0,1125,1,0.0,2019-02-16,Maria,15,2019-02-16,225,-8.62508,41.16204
New Loft @ Dom Luís bridge IV,Portugal,Serviced apartment,75,Entire home/apt,1,2,2,moderate,9,2,0,120,1,10.0,2019-02-16,República,7,2019-02-16,206,-8.60689,41.13647
TOP APART SERVICE IPANEMA GUINLE,Brazil,Apartment,399,Entire home/apt,2,3,4,moderate,12,3,0,90,1,10.0,2019-02-11,Paulo Thiago,1,2019-02-11,44,-43.2094657780822,-22.985709707060657
有窗舒適雙人房!鄰近旺角站!Comfy double Rm Near Mong kok MTR!1,Hong Kong,Apartment,283,Private room,1,1,2,moderate,23,1,80,1125,1,9.0,2019-03-11,Anmy,11,2019-03-11,83,114.17204,22.31752
